latency,latency_budget,power,power_budget,area,area_budget,energy,cost,sampling_mode,sampling_reduction,latency_accuracy,energy_accuracy,area_accuracy,one_over_area_accuracy,arm_effort,dsp_effort,ip_effort,mem_effort,ic_effort,output_design_status,case_study,unique_number,SA_total_depth,reason_to_terminate,population generation cnt,iteration cnt,workload_set,simulation time,move generation time,kernel selection time,block selection time,transformation selection time,transformation_selection_mode,dist_to_goal_all,dist_to_goal_non_cost,system block count,system PE count,system bus count,system memory count,routing complexity,block_impact_sorted,kernel_impact_sorted,metric_impact_sorted,move_metric,move_transformation_name,move_kernel,move_block_name,move_block_type,move_dir,comm_comp,high_level_optimization,architectural_principle,area_dram,area_non_dram,channel_cnt,avg_accel_parallelism,max_accel_parallelism,avg_gpp_parallelism,max_gpp_parallelism,ip_cnt,gpp_cnt,ips_avg_freq,gpps_avg_freq,ips_freq_std,pes_freq_std,ips_freq_coeff_var,pes_freq_coeff_var,ips_total_area,gpps_total_area,ips_area_std,pes_area_std,ips_area_coeff_var,pes_area_coeff_var,pe_total_area,loop_itr_ratio_avg,loop_itr_ratio_std,loop_itr_ratio_var,cluster_pe_cnt_avg,cluster_pe_cnt_std,cluster_pe_cnt_coeff_var,system_bus_count,system_bus_avg_freq,system_bus_avg_bus_width,system_bus_avg_theoretical_bandwidth,system_bus_avg_actual_bandwidth,system_bus_max_actual_bandwidth,local_bus_count,avg_freq,local_bus_avg_freq,local_bus_avg_bus_width,local_bus_avg_theoretical_bandwidth,local_bus_avg_actual_bandwidth,local_bus_max_actual_bandwidth,local_bus_cnt,local_channel_avg_actual_bandwidth,local_channel_max_actual_bandwidth,local_channel_count_per_bus_avg,local_bus_freq_std,local_bus_freq_coeff_var,local_bus_bus_width_std,local_bus_bus_width_coeff_var,local_bus_actual_bandwidth_std,local_bus_actual_bandwidth_coeff_var,local_channel_actual_bandwidth_std,local_channel_actual_bandwidth_coeff_var,local_channel_count_per_bus_std,local_channel_count_per_bus_coeff_var,local_total_traffic,global_total_traffic,local_total_traffic_reuse_no_read_ratio,global_total_traffic_reuse_no_read_ratio,local_total_traffic_reuse_no_read_in_bytes,global_total_traffic_reuse_no_read_in_bytes,local_total_traffic_reuse_no_read_in_size,global_total_traffic_reuse_no_read_in_size,local_total_traffic_reuse_with_read_ratio,global_total_traffic_reuse_with_read_ratio,local_total_traffic_reuse_with_read_in_bytes,global_total_traffic_reuse_with_read_in_bytes,local_total_traffic_reuse_with_read_in_size,global_total_traffic_reuse_with_read_in_size,local_total_traffic_reuse_no_read_in_bytes_per_cluster_avg,local_total_traffic_reuse_no_read_in_bytes_per_cluster_std,local_total_traffic_reuse_no_read_in_bytes_per_cluster_var,local_total_traffic_reuse_no_read_in_size_per_cluster_avg,local_total_traffic_reuse_no_read_in_size_per_cluster_std,local_total_traffic_reuse_no_read_in_size_per_cluster_var,local_total_traffic_reuse_with_read_in_bytes_per_cluster_avg,local_total_traffic_reuse_with_read_in_bytes_per_cluster_std,local_total_traffic_reuse_with_read_in_bytes_per_cluster_var,local_total_traffic_reuse_with_read_in_size_per_cluster_avg,local_total_traffic_reuse_with_read_in_size_per_cluster_std,local_total_traffic_reuse_with_read_in_size_per_cluster_var,global_memory_avg_freq,local_memory_avg_freq,local_memory_freq_coeff_var,local_memory_freq_std,global_memory_avg_bus_width,local_memory_avg_bus_width,local_memory_bus_width_coeff_var,local_memory_bus_width_std,global_memory_total_area,local_memory_total_area,local_memory_area_coeff_var,local_memory_area_std,global_memory_total_bytes,local_memory_total_bytes,local_memory_bytes_avg,local_memory_bytes_coeff_var,local_memory_bytes_std,memory_total_area,local_mem_cnt,local_memory_traffic_per_mem_avg,local_memory_traffic_per_mem_std,local_memory_traffic_per_mem_coeff_var,local_bus_traffic_avg,local_bus_traffic_std,local_bus_traffic_coeff_var,locality_in_bytes,customization_first_speed_up_avg,parallelism_second_speed_up_avg,customization_second_speed_up_avg,parallelism_first_speed_up_avg,interference_degradation_avg,customization_speed_up_full_system,loop_unrolling_parallelism_speed_up_full_system,task_level_parallelism_speed_up_full_system,SOC_example_1p_2r_speedup_analysis,budget_scaling_latency,budget_scaling_power,budget_scaling_area,
SOC_example_1p_2r=4e-06;,SOC_example_1p_2r=0.05;,0.0010696335575661894,1.0,7.17512294e-07,1.0,4.278534230264757e-09,2.5,exact,most_likely,1,1,1,1,1,10,100,0.1,0.1,budget_met,simple_sim_run,1_0_0,15,simple_sim_run,0,0,SOC_example_1p_2r,1.2999718189239502,,,,,random,2499999998.9999995,4e-09,4,1,2,1,1.0,,{},,,,,,,,,,,0.0,7.17512294e-07,4,0,0,1.0,1,0,1,0,1000000000.0,0,0,0,0,0,6.5e-07,0,0,0,0,6.5e-07,0,0,0,0.5,0.7071067811865476,1.4142135623730951,0,0,0,0,0,0,1,100000000.0,100000000.0,16.0,1600000000.0,800000000.0,1600000000.0,1,800000000.0,1600000000.0,2,0,0,0,0,0,0,0,0,0,0,12800.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,100000000.0,0,0,0,16.0,0,0,0,6.751229399999998e-08,0,0,0,256000,256000,0,0,6.751229399999998e-08,1,12800.0,0,0,12800.0,0,0,6400.0,1,1,1,1,1,1,1,1,customization_first_speed_up=1;parallelism_second_speed_up=1;customization_second_speed_up=1;parallelism_first_speed_up=1;interference_degradation=1;,0.5,1,1,
